Tonkotsu,4fdcb2cae4b09473e18a319c,51.51302926,-0.132200718,Open,12-Jun,"63 Dean Street, W1",Soho ramen,"The owners of Tsuru sushi have opened the doors on their new ramen bar in Soho. There will be three ramen dishes on offer: London Ramen, Tonkotsu Ramen and Tokyo Spicy which has shredded pork and their home-made chilli oil. In addition to the ramen, there'll also be fresh, hand-made gyoza (dumplings) and a crab cream korokke (Japanese croquettes).",/Gastroblog/Latest-news/soho-gets-a-new-ramen-bar-tonkotsu-on-dean-street
The Potting Shed,4ac518c0f964a5206ea320e3,51.41375244,-0.222341797,Open,12-Jun,"The Dorset Square Hotel, 39-40 Dorset Square, NW1",English cuisine in revamped hotel,"The new Dorset Square Hotel, a boutique hotel in Marylebone from Firmdale (who are also behind the Charlotte Street Hotel), has a restaurant and bar called The Potting Shed (as it was originally named back in the 80s). It's an English brasserie style cuisine using locally sourced and seasonal produce, and will have a cricketing theme (as the original Lord's was at this location).",/Gastroblog/Latest-news/firmdale-hotels-opens-english-brasserie-the-potting-shed-at-the-dorset-square-hotel
Hundred Crows Rising,4fca394fe4b08f041c47978c,51.5333682,-0.111244616,Open,12-Jun,"58 Penton Street,N1",Islingon gastropub,"This gastropub used to be the site of the Compass and has now been taken over by the people behind another popular Islington gastropub, the Elk in the Woods. Expect an all-day British themed menu and plenty of craft beers.",
Brooklyn Bite,4fde429e121d912a8e77e365,51.48513111,-0.174536705,Open,12-Jun,"342 King's Road, Chelsea, SW3",NYC style pizza,"This is planned to be the first of many Brooklyn Bite pizzerias and is serving huge 18 inch New York style pizzas, offering both eat-in and take-out. The basement bar is modelled over a New York speakeasy lounge.",
Evans &amp; Peel Detective Agency,4fd789d1e4b0884f34d5383b,51.48997975,-0.190830844,Open,12-Jun,"310c Earls Court Road, SW5",West London speakeasy,"It's another secret bar - one accessed through a secret entrance by those in the know (or able to use the Internet and find out). You can expect 1920's ""prohibition era"" furniture and the same attitude to the drinks with crockery for the cocktails and bottles of beer will be served in brown paper bags. Food will be sliders and pork butts and beef brisket slow smoked on site in the custom-built smoker.",
Tapasia,4fc68504e4b066a467625ab9,51.513356,-0.130902,Open,12-Jun,"32 Old Compton St, W1",Pan Asian tapas in Soho,"This new asian tapas joint is from the same people behind tsunami. Expect dynamite beef skewers, octopus with mango and walnuts, lobster shu mai, and lamb cutlets with kimchi. Soft launch - 50% off food - till June 24.",
Donostia,4fa33ff9e4b0dd0f110011e6,51.51472517,-0.16112566,Open,12-Jun,"Seymour Place in Portman Village, Marylebone",Tapas in Marylebone,"Tomasz Baranski, the former head chef at Barrafina, is serving up Basque-style tapas and pintxos such as Pil-Pil cod and stuffed squid in ink, as well as more mainstream Spanish dishes like croquetas and tortilla. As for the wine, the list includes various Basque specialities such as txakoli a slightly sparkling, dry, low-alcohol white wine.",/Restaurant-Reviews/Soho-Fitzrovia-Covent-Garden/barrafina
28-50,4fca0108e4b076b9bcd64710,51.51640291,-0.150214953,Open,12-Jun,Marylebone Lane,Wine goes west,"The people behind 28:50, Xavier Rousset and Agnar Sverrisson (who are also behind Texture) have just opened another branch of the ""wine workshop and kitchen"" on Marylebone Lane. It has a slightly larger menu than its City cousin and will continue a strong focus on wine.",/Gastroblog/Latest-news/textures-agnar-sverrisson-and-xavier-rousset-to-open-second-28-50-wine-bar-in-marylebone-this-june
Il Ristorante at the Bulgari London,4f98f4eee4b098b39927d459,51.50188953,-0.160302759,Open,12-Jun,"171 Knightsbridge, SW7&nbsp;",Luxury in Knightsbridge,"The luxury brand already has boutique hotels in Bali and Milan, as well as restaurants in Tokyo and has now arrived in London. The Head Chef will be Robin Pepi, previously at Alain Ducasse's Italian restaurant La Trattoria in Monaco (and was previously at Aubergine and the Oak Room in London). Expect an 80 seater Italian restaurant and bar (with its own entrance) with a focus on contemporary Italian food. And don't expect it to be cheap.",/Restaurant-Reviews/Chelsea-Kensington/il-ristorante-at-the-bulgari
The Gate,4fd49471e4b07b0662bb680a,51.530146,-0.10525,Open,12-May,"370 St John Street, EC1V",Vegetarian in Islington,"This vegetarian restaurant serving "" Indo-Iraqi Jewish"" food is already popular in Hammersmith and has now come to Islington, just around the corner from Sadlers Wells theatre. Expect a menu that changes monthly with several signature dishes and plenty of organic wine.",/Restaurant-Reviews/North-London/the-gate-islington-st-john-stret-vegetarian
Thatched House,4ad9b1c3f964a520721a21e3,51.49656,-0.23473,Open,12-May,"115 Dalling Road, Hammersmith, W6",The Ship sails west,"This refurbished pub is from the people who brought you The Ship in Wandsworth, so while details are thin on the ground, if it's anything like the Ship it will be a storming success with west London's foodies.",
Coco di Mama,4fd88820e4b09507d59e3e93,51.517262,-0.088457,Open,12-May,115 London Wall,Speedy pasta,"After a successful launch on Fleet Street, ""quick service"" Italian restaurant Coco di Mama is already adding another venue. This time they'll be opening on the corner of London Wall and Moorgate, but with the same style of Italian food at the original venue. The new venue will be open for breakfast (for breakfast ciabattas and more) and lunch.",/Gastroblog/Latest-news/coco-di-mama-to-add-a-new-restaurant-in-the-city
Sonny's Kitchen,4ac518ddf964a52087a920e3,51.475244,-0.23984,Open,12-May,"92-94 Church Road, SW13",Kitchen W8 goes further west.,Following on from the success of Kitchen W8 - the last joint venture between restaurateur Rebecca Mascarenhas and chef Philip Howard&nbsp; - the pair have joined forces for a second venture. They've relaunched Sonnyƒ??s Restaurant in Barnes as Sonny's Kitchen.,/Restaurant-Reviews/Chelsea-Kensington/kitchen-w8-philip-howard-abingdon-road
Gaslight Grill,4fbe70c3e4b09f409c0b12db,51.47434235,-0.156973898,Open,12-May,"Battersea Park Road, London SW11",Edwardian steakhouse,"This is a modern steakhouse set in ""neo Edwardian surroundings"" with all the grills matched with dipping sauces - such as venison with pineapple marmalade. There is also be a gin palace featuring a wide variety of gins, including some locals, and a selection of real ales.",
Hix at the Tramshed,4fbabe9be4b0c673b642103c,51.52586532,-0.08162996,Open,12-May,"Shoreditch, EC2",Tramshed revived,"Mark Hix is back in force in East London with this huge new addition featuring a menu based around chicken and steak. Look out for the enormous Damien Hirst ""cock and bull"" as you enter.",/Restaurant-Reviews/Shoreditch-Clerkenwell/tramshed-mark-hix-shoreditch-chicken-steak
Shrimpy's,4fb90471e4b0351657243733,51.53525174,-0.122525622,Open,12-May,"King's Cross filling station, York Road",Bistrotheque filling station,"Bistrotheque has moved into the old filling station opposite King's Place (and the Guardian building) around the back of King's Cross station. On the food front Chef Director Tom Collins has been taking trips to the Americas for inspiration and reinterpreting recipes to come up with dishes such as Fried Chicken with Humita, Peruvian Ceviche and a Pineapple Stack.",/Restaurant-Reviews/North-London/shrimpys-bistrotheque-kings-cross-filling-station-york-road
Reform Social and Grill,4fbd57c0e4b0d84e5061c7aa,51.516503,-0.151094,Open,12-May,"The Mandeville Hotel, Mandeville Place, W1",Bar with very British bar snacks,"Located in the Mandeville Hotel on Mandeville Place, the very British snacks on offer include duck faggots with game chips, crispy lamb bacon with mint jelly, Welsh Wagyu beef burgers and Isle of Wight tomatoes on toast. Plus bigger plates include Salt Baked Beetroot with Easter Egg radish and Golden Cross goatƒ??s cheese and Lamb Cutlets Reform served with wild garlic.",/Gastroblog/Latest-news/reform-bar-and-grill-opens-in-marylebone-with-british-bar-snacks
Georgina's,4feb254fe4b09ce4ab4488d9,51.473687,-0.249011,Open,12-May,"56 Barnes High Street, SW13",City Slicker turns restaurateur,"Nicola Horlick is turning to food and opening a cafe/restaurant in leafy Barnes village with top London chef Adam Byatt on board as a partner. Expect a deli counter for salads, cakes and sarnies (eat in or take away) and then dishes in the evening will include grilled sea-bream with harissa and toasted cous cous and warm beetroot salad with nuts and apple vinegar or grilled fish and chargrilled meats from the purpose built BBQ.",/Restaurant-Reviews/West-London/georginas-nicola-horlick-barnes-london
Mazi,4fb5902e754addc067345b2a,51.50808805,-0.197496414,Open,12-May,"Hillgate Street, Notting Hill",Famed chef to reinvent Greek dining,"This new modern Greek restaurant has enlisted two of Greece's top chefs to create the menu Athinagoras Kostakos, executive head chef at Bill and Coo Mykonos (and who recently did a guest stint at the Capital hotel) and&nbsp;George Venieris, executive head chef at the roof garden restaurant at the Electra Palace Hotel in Athens. It'll have a deli and outside seating and offer authentic Greek produce like lobster with orzo pasta, and warm feta pastries marinated in honey and black sesame.",/Restaurant-Reviews/West-London/mazi-hillgate-street-greek-notting-hill
Vinoteca Soho,4fa33e54e4b0fd4c3d634664,51.51263596,-0.137006166,Open,12-May,"53-55 Beak St, Soho",Wine bar expands,"It already has a branch north of Oxford Street in Marylebone, and now the popular wine bar is coming into the heart of Soho. Expect a similar approach as their other two locations with a bar, dining room and wine shop across two levels.",/Gastroblog/Latest-news/vinoteca-soho-to-open-on-beak-street-in-april
Central &amp; Co,4fbb7d6de4b0182c68cdb367,51.51414212,-0.139512113,Open,12-May,"22 Great Marlborough Street, W1F",Soho brasserie,"Formerly 22 Below, this Soho brasserie is focused on British sourced produce with an emphasis on small plates. There's a ground floor restaurant open for breakfast, lunch, afternoon tea and dinner and a downstairs bar with a large amount of wines by the glass (including ten sparkling wines).",
Le Relais de Venise L'Entrec??te,4fa33c11e4b09571dd8d8439,51.50434197,-0.023253455,Open,12-May,"Mackenzie Walk, Canary Wharf&nbsp;",Steak frites in Canary Wharf,"It's been a hit in the City and Marylebone and now the steak frites specialist is coming to Canary Wharf, offering the signature (and only) dish for ?œ21 and promising lunch in under an hour for busy banking types.",/Gastroblog/Latest-news/le-relais-de-venise-lentrecote-expands-to-canary-wharf
Draft House Lordship Lane,,,,Open,12-May,"21 Lordship Lane, East Dulwich.",Expanding pub chain.,"The latest outpost of the expanding Draft House comes to East Dulwich - bringing its trademarked foot long pork scratchings, Scotch eggs, burgers and plenty of beers",
Meat Market,4f966afbe4b03217df20a47e,51.5116516,-0.12196812,Open,12-May,Covent Garden,More Meat Liquor,"The follow up to Meat Liquor is more of a convenience food affair, so expect the queues to be considerably shorter. Expect a few new burgers and hot dogs, alcoholic milk shakes, soft serve developed with Ice Cream Union, and the option for take out if you can't grab a table.",/Gastroblog/Test-drive/burgers-shakes-alcohol-infused-ice-cream-meatmarket-launches-in-covent-garden
Lowcountry,4f548f1e7b0c446ac41556ff,51.47134605,-0.211250782,Open,12-Apr,"4 Fulham High Street, SW6",Southern American cuisine,"It looks like the trend for American country cooking is set to continue in London as chefs Michael Kirk and Jennifer Ryan - both US natives - are cooking up ""simple, seasonal American low country cuisine which encompasses cuisine from the southern wilds of the US from the Carolinas to the Gulf Coast"". Highlights include a pinot noir marinated burger.",/Restaurant-Reviews/West-London/lowcountry
Pan Chai and the Mango Tree at Harrods,4f8970d7e4b0ddfd8232b4d9,51.49972013,-0.162565331,Open,12-Apr,"Harrods, Knightsbridge&nbsp;",New Asian restaurants for posh shoppers,"These two new restaurants are both run by Eddie Lim, who runs the original Mango Tree and Awana. Pan Chai is a southeastern Asian restaurant offering sushi dishes, sashimi, salads and larger plates, including Harrods Special sushi rolls (crabmeat, tobiko, cucumber, topped with Japanese mayonnaise, salmon and spring onions). The Mango Tree aims to recreate the Belgravia Thai restaurant in the heart of Harrods.",
Brasserie Blanc,4f72e644e4b0e3a9964da7ee,51.51330861,-0.095370674,Open,12-Apr,"1 Watling Street, EC4",Raymond's latest place,This is the latest place for Raymond Blanc's growing brasserie chain.,
Gillray's Steakhouse and Bar,4f60dcbfe5e8d4902df2c210,51.50174382,-0.119283199,Open,12-Mar,"Marriott County Hall, SE1",County hall gets the steak in.,"The Marriott at County Hall certainly has the location right - and has now updated their restaurant to Gillray's Steakhouse &amp; Bar, named after an 18th century caricaturist of note (no, we'd never heard of him) and is apparently ""the most English of English dining destinations"". Everything will be from 35-day dry aged Hereford Cattle from the Duke of Devonshireƒ??s Bolton Abbey Estate in Yorkshire. There will be nine cuts of steak in total, but it's already clear which dish is the star of the show - a 1000g ƒ??Bulls Headƒ?? steak, butterfly cut, double rib steak served with the bone in.",/Gastroblog/Test-drive/south-bank-steak-test-driving-gillrays-at-county-hall
Mari Vanna,4f2c0acae4b048e466df240b,51.50175832,-0.162243101,Open,12-Mar,Knightsbridge,Russians in Knightsbridge,"Following on from successful openings in Moscow, St Petersburg and New York, Mari Vanna is an all-day restaurant looking to bring authentic Russian cuisine to Londoners.",/Restaurant-Reviews/Chelsea-Kensington/mari-vanna-russian-london-knightsbridge
Union Jacks Chiswick,4f744d3be4b04d68f06ea2cc,51.49242519,-0.258784654,Open,12-Mar,"217-221 Chiswick High Road, W4",Jamie's Pizza,Jamie's British themed flatbread restaurant with US chef Chris Bianco was another success for the chef when it opened last year. Expect more of the same from this new branch.,/Restaurant-Reviews/Soho-Fitzrovia-Covent-Garden/union-jacks-jamie-oliver-pizza-central-st-giles
Fratelli la Bufala,4f785afde4b05c37fc4bbd31,51.51136753,-0.133031594,Open,12-Mar,"40 Shaftesbury Ave, W1",Pizzas and tunes.,Fratelli la Bufala sells a number of dishes with buffalo mozzarella from Campania - they have numerous outlets in Italy and this is their second outing in London.,/Gastroblog/Latest-news/fratelli-la-bufala-mozzarella-restaurant-opening-on-shaftesbury-ave
Meter,,,,Open,12-Mar,"70 ƒ?? 74 City Rd, EC1",Pizzas and tunes.,"DJ James Priestley is bringing pizza by the meter to his DJ/Artist space, The Camp. Expect eight pizzas on the menu, a small antipasti selection and a range of cocktails.",/Restaurant-Reviews/Shoreditch-Clerkenwell/meter-pizza-city-road-clerkenwell
Cinnamon Soho,4f68d03ce4b05eede56bbf3b,51.51237332,-0.138663631,Open,12-Mar,"Kingly Street, Soho",Cinnamon Kitchen goes to Soho,"Vivek Singh is the latest big name chef to come to the heart of Soho with his new restaurant in Kingly Street, which is in a similar style to Cinnamon Kitchen. It has taken over the site of the Red Bar.",/Restaurant-Reviews/Soho-Fitzrovia-Covent-Garden/cinnamon-soho-kingly-street-vivek-singh
Quilon,4ac518ddf964a5208aa920e3,51.49865942,-0.13754737,Open,12-Mar,"41 Buckingham Gate, SW1",Michelin starred Indian gets a revamp.,The Michelin starred restaurant run by Sriram Aylur has been planning a refurb for a while has now reopened to the public. Expect a new contemporary look as well as a revamped bar and private room.,/Gastroblog/Latest-news/michelin-starred-quilon-to-reopening-after-refurb-in-march
La Bodega Negra,4f58871de4b0a386de409b3a,51.51341954,-0.129675349,Open,12-Mar,"Moor St and Old Compton St, W1",Mexican in Soho,"NYC's Serge Becker has teamed up with Will Ricker (Great Eastern Dining Room) to create a downstairs restaurant and bar, a road side taqueria, and all-day contemporary Mexican caf??.",/Restaurant-Reviews/Soho-Fitzrovia-Covent-Garden/la-bodega-negra-serge-becker-compton-moor-street-london
Umami,4f737be3e4b05b6a692052ca,51.49501464,-0.183537736,Open,12-Mar,"100 Cromwell Road, SW7",Pan Asian restaurant in South Ken.,"This new pan-Asian restaurant in South Kensington is focusing on small and sharing plates influenced by Malaysia, Thailand, Vietnam and Korea. As well as mixing and matching from the a la carte, there is an Asian Tasting Menu combining the lot with dishes like Malaysian Beef Rendang, Indonesian Curry and Vietnamese Spring Rolls.",
Sticks n' Sushi,4f5a579ae4b0e4b75ef8e0fe,51.42271068,-0.209394578,Open,12-Mar,"58 Wimbledon Road, SW17",Copenhagen fave comes to London.,"This is the first offshoot of a popular Copenhagen chain to appear outside Denmark. The key premise is that you can choose between sushi or yakatori. If the menu's anything like their Copenhagen spots you can expect salmon tartare with trout roe and miso, kaburimaki and beef tataki and on the sticks side of the menu there's panko fried duck with wasabi caesar dressing, chicken meatballs with teriyaki sauce and beef topped with foie gras and a truffle glaze.",/Restaurant-Reviews/South-London/sticks-n-sushi-wimbledon-hill
The Jugged Hare,4f3be67f6d860dd7f857480f,51.52086265,-0.092192888,Open,12-Mar,49 Chiswell Street,Gastropub in legal land,"Just up the road from the Chiswell Street Dining Room (and slap bang opposite solicitors Linklaters' HQ) is another Martin gastropub, and this time the theme is a British pub with a ""real wine and food focus"" and an open kitchen with rotiserrie and charcoal grilled food on offer. As with the Dining Room, it's also attached to the old Whitbread brewery, opened as a luxury hotel from Montcalm.",/Restaurant-Reviews/The-City/jugged-hare-chiswell-street-gastropub-london
Bubbas,4f58f747e4b003e668d09bef,51.43989614,-0.105639872,Open,12-Mar,"7a Station Rise, SE27",Caribbean in Tulse Hill,"This new Caribbean in Tulse hill features both Caribbean dishes and British dishes with a Caribbean influence, with a Michelin trained chef at the helm. There's also a cocktail bar with signature cocktails available.",/Gastroblog/Latest-news/tom-a-ed-martin-launch-their-tenth-pub-the-jugged-hare-on-chiswell-street
Blacksmith and the Toffee Maker,4f4cff3ee4b027c8729fd37c,51.52803954,-0.10464676,Open,12-Mar,"292-294 St John Street, N1",Islington gastropub,"This new gastropub takes over the site of the old Queen Boadicea pub. There's a selection of bar snacks on offer including pork pies, scotch eggs and British cheeses, all served from a bespoke deli counter. Drinks feature a number of beers and the specialty will be their featuring of a number of artisanal gins.",/Gastroblog/Latest-news/islington-gets-two-new-gastropubs-the-hunter-s-and-blacksmith-and-the-toffeemaker
Galvin Demoiselle,4f9c1b86e4b060642f51d4ac,51.49938155,-0.162029615,Open,12-Mar,Harrods Food Hall,Galvin goes shopping.,"This is the fifth London restaurant the brothers have opened and their Harrods restaurant will see Chris's wife Sara Galvin take on the role of patron - the concept of the bistro-style eaterie is her vision. Galvin Demoiselle will overlook the Food Halls and serve up dishes like confit pork cheeks, tarte tatin and a baked lobster fishcake.",/Features/Interviews/talking-to-sarah-galvin-about-the-new-galvin-desmoiselle-at-harrods
Cotidie,4f49405be4b0cf7a073a91e3,51.52160645,-0.151531294,Open,12-Mar,50 Marylebone High Street,Two starred Italian Michelin comes to London.,"Bruno Barbieri, former chef of two Michelin starred Arquade restaurant in Italy, has come to London to take over the former site of Cafe Luc.",/Restaurant-Reviews/Marylebone/cotidie-bruno-barbieri-maylebone-high-street-london
Hawksmoor Spitalfields,4ac518c0f964a520aba320e3,51.52141815,-0.075714,Open,12-Mar,"Commercial Street, E1",The original gets a revamp,"Hawksmoor have been seriously busy over the past year opening new restaurants, so it's nice to hear that they've gone back to their roots, revamping their original Spitalfields restaurant. There is a brand new 60 seat bar which will serve up a full cocktail list, plus a regularly changing list of 5 exclusive drinks.",/Gastroblog/Latest-news/hawksmoor-spitalfields-launches-new-bar-with-poutine-and-desert-island-drinks
Pizza Pilgrims,4f535cffd5fb7affc7821c63,51.51161373,-0.134625435,Open,12-Feb,"Berwick St Market, Soho, W1",Pizza truck in Soho,"Second only to burgers in London's foodie circles, the competition to be the next great pizza provider continues with the arrival of Pizza Pilgrims in Soho. Two brothers Thom and James say they're aiming to bring Neapolitan pizzas to London from the back of their van (complete with a 600kg oven), operating out of Berwick Street market every weekday.",/Gastroblog/Latest-news/pizza-pilgrims-street-van-to-trade-from-berwick-st-market
Ceviche,4ed619be0cd6b3fd4c41cff4,51.51435128,-0.131943226,Open,12-Feb,"Soho, W1",Peruvian in Soho,"One of the biggest trends for next year promises to be Peruvian food - so there's a lot of people looking forward to restaurateur Martin Morales and chef Alejandro Bello's Ceviche. The restaurant will, of course, focus on ceviche - freshly caught sustainable fish cold-cooked in Tigerƒ??s Milk marinade made from lime juice and Peruvian aji chilli. You'll be able to sit on the Ceviche Bar and watch the Cevichero Chef prepare them freshly in front of you, while sipping on Peruƒ??s national drink, the Pisco Sour, from Cevicheƒ??s Pisco Bar, the first of its kind in Britain.",/Restaurant-Reviews/Soho-Fitzrovia-Covent-Garden/ceviche-peruvian-martin-morales-frith-street-london
Market Cafe,4f4691bee4b0de07e5e5d0ef,51.53572523,-0.062119961,Open,12-Feb,Broadway Market,Formica cafe on Broadway market.,"Hugo Warner, ex founder of Benugo, is due to open a 50's style cafe in the heart of Broadway market. It's split into a cafe and dining area, will serve ""London Italian"".",/Restaurant-Reviews/East-London/market-cafe-broadway-market
Gregg's Table,4fbc2523e4b0c3466b584e04,51.49758299,-0.080956673,Open,12-Feb,"Bermondsey Square Hotel, SE1",Gregg Wallace comes to Bermondsey,"Masterchef's Gregg Wallace already has one restaurant in London, Wallace &amp; Co in Putney, and this 90 seat restaurant is in the Bermondsey Square Hotel, taking over from Alfie's. It features Wallace's take on the food of his childhood, namely boiled beef and carrots, lobster thermidor, T-bone steak, Angel Delight and....spam fritters.",/Restaurant-Reviews/The-City/greggs-table
Meursault,4f919efde4b0ad245608d442,51.49852912,-0.183843453,Open,12-Feb,"36 Gloucester Road, SW1",L'Etranger expands next door,"L'Etranger has opened a second venue next door which has both a lounge bar and a more formal dining experience. Expect a focus on Asian cuisine from head chef Sang Keun Oh, molecular cocktails, a dessert menu featuring 40 different choices (although a few of them are ice creams and macaroons) and plenty of sharing platters for the bar. It has access to the same wine list as L'Etranger and will also specifically feature wines from the Meursault region.",/Gastroblog/Test-drive/letranger-expands-we-try-out-meursault-in-south-kensington
Bistro Union,4f36cda5e4b00af1794f9e73,51.45437742,-0.139861481,Open,12-Feb,"40 Abbeville Street, SW4",Trinity branches out,Adam Byatt and ex St John Bread and Wine chef Karl Goward have launched this neighbourhood bistro with a strong focus on British food. We particularly like the idea that you can buy spirits and store them on site for future visits.,/Restaurant-Reviews/South-London/bistro-union-adam-byatt-abbeville-road
Orchard,4f37cf90754a71c7143b5f6b,51.51842392,-0.121321678,Open,12-Feb,"Sicilian Avenue, Holborn",Vanilla Black comes to Holborn,"The Independent critic Tracey McLeod called their city spot 'without doubt the best vegetarian restaurant I've been to in this country'. Now the people behind Vanilla Black have opened a new place on Sicilian Avenue. The new restaurant will be open for breakfast, lunch and early dinners. There is also be a takeaway as well as a grocery section. (soft launch 25% off food first week)",/Restaurant-Reviews/Soho-Fitzrovia-Covent-Garden/orchard
10 Greek Street,4f303344e4b050b64c023d55,51.514456,-0.130907,Open,12-Feb,"10 Greek Street, W1",Wapping project chef goes permanant,"Head Chef of critics' fave The Wapping Project, Cameron Emirali, has teamed up with the former manager of Exmouth Market's The Ambassador, Luke Wilson, to open this restaurant in Soho. Expect ""Modern European and there is be a daily-changing menu that will concentrate on seasonality and fresh ingredients.""",/Restaurant-Reviews/Soho-Fitzrovia-Covent-Garden/10-greek-street-soho-london
Mele &amp; Pere,4f1c50610cd67469c7abc69d,51.51156699,-0.135623217,Open,12-Feb,"46 Brewer Street, London W1",Wild Honey chef goes it alone,Ex Arbutus and Wild Honey chef Andrea Mantovani is starting afresh with this restaurant focusing on a North Italian style. Expect items like pappardelle with slow-cooked hare or hand-chopped raw veal with Parmesan as well as a 10 seater bar speclialising in Vermouth.,/Restaurant-Reviews/Soho-Fitzrovia-Covent-Garden/mele-e-pere-brewer-street-london
52 North,,,,Open,12-Feb,"21-22 Poland Street, W1",Champagne and British food,"Taking over the ground floor and basement, this new opening is a high-end Champagne bar combined with a restaurant that has a British focus - serving traditional British food, alongside a range of English wines.",
Hix Belgravia,4f2a4a41e4b0e71ff8be87ce,51.49684146,-0.155525208,Open,12-Feb,Belgraves Hotel SW1&nbsp;,Hix goes west,"Mark Hix's latest restaurant is in the Thompson Belgraves Hotel in Belgravia, the first Thompson hotel outside of the US. It has a new Mark's Bar, a cigar garden and the menu is veering away from Hix's traditional British style with a more worldly feel.",/Restaurant-Reviews/Mayfair-Belgravia/hix-belgravia-belgraves-pont-street-london
Karpo,4f31a5d0e4b0f41ae7cb4822,51.52992033,-0.123960915,Open,12-Jan,"23 Euston Road, London NW1",American diner in King's Cross,"This all-day diner is headed up by American chef Daniel Taylor, who has worked with Rowley Leigh and Jeremy Lee. He'll be bringing his American background to the fore with this all-day diner which will feature shrimp &amp; grits, salt beef hash and more. He's even started up an urban garden on a next-door roof to help supply the restaurant.",/Restaurant-Reviews/North-London/karpo-kings-cross-euston-road
Bar Galante,4f1875ade4b038fa35f7241f,51.49282731,-0.167210384,Open,12-Jan,South Kensington,South American Cocktails,"This Argentine bar is aiming to reflect 40's Argentina, when cocktail makers fled to the country to avoid prohibition. As well as a wide range of classic and contemporary cocktails, there will be a menu of Argentine dishes on offer too.",/Gastroblog/Latest-news/galante-argentine-bar-opens-on-sloane-avenue
Cafe Le Cordon Bleu,4f1042e3e4b0aabf166ca2a2,51.51874381,-0.123796944,Open,12-Jan,15 Bloomsbury Square,School dinners,"The French cookery school is opening an ""international flagship"" in London with a caf?? attached. This will be serving patisserie, soup, sandwiches and more - all cooked by a qualified chef from the school.",/Gastroblog/Latest-news/flagship-le-cordon-bleu-school-opens-in-bloomsbury-with-its-own-cafe
The Oyster Shed,4f1d5a8fe4b0c74ef3c7400d,51.50921656,-0.089746714,Open,12-Jan,"1 Angel Lane, EC4",Oysters from Geronimo,"This new opening will be the flagship for Gernomo pubs and will be opening in the ground floor of the Nomura bank in the city. The food will focus on seafood and traditional British dishes, there will be an extensive wine list (to be expected, given the neighbours).",/Gastroblog/Latest-news/seafood-and-scotch-eggs-at-the-oyster-shed-by-cannon-street
The Meat People,4f0b659ae4b0cc066f384c66,51.53645932,-0.101709366,Open,12-Jan,Essex Road (by Islington Green),Steaks in Islington,"This new opening promises to be ""the first and only steakhouse in Islington"" also serving retro cocktails and has taken over the premises after the demise of S&amp;M on Essex Road.",/Gastroblog/Latest-news/meat-people-open-islington-steakhouse-on-essex-road
Dabbous,4f19c813e4b0808f629d5426,51.52019979,-0.135055512,Open,12-Jan,"Whitfield Street, W1",Texture Head Chef goes it alone,"Ollie Dabbous, ex Head Chef of Mayfair's Texture (and also former of Le Manoir aux Quat' Saisons) has opened his own Modern European restaurant in the space that previously held famed Internet cafe Cyberia. It has a street-level dining room and basement bar. The menu will change seasonally, and feature a range of small dishes priced between ?œ4 and ?œ14.",/Restaurant-Reviews/Soho-Fitzrovia-Covent-Garden/dabbous-whitfield-street-london
Enoteca Super Tuscan,4f595697e4b07f0bf5b2a411,51.51832133,-0.07765457,Open,12-Jan,"8a Artillery Passage, E1",Italian wine &amp; food in Spitalfields,"Seating only 25, this is a venture by Nick Grossi and Grossi Wines (who are curiously unrelated). There will be 30 wines on offer from Grossi and some artisanal Italian beers alongside the option for antipasti or a full meal from the kitchen (whose chef originates from Sicily).",/Gastroblog/Latest-news/italian-restaurant-and-wine-bar-enoteca-super-tuscan-opens-in-spitalfields
Leon De Bruxelles,4ee27717c2eee7f3576f91cc,51.51344323,-0.129132271,Open,12-Jan,"Cambridge Circus, London WC2",Moules frites in London,"Belgian restaurant chain Chez L??on has launched a L??on De Bruxelles moules frites joint that offers a range of Flemish classics including eleven types of mussel dishes, frites with mayonnaise, fish soup with rouille and gruy??re cheese and Carbonnade of beer braised beef. For desserts there are a selection of waffles as well as other continental treats. The London branch has a special cloudy Belgian beer brewed especially for it alongside a longer list of micro-brewery beers and wines.",/Gastroblog/Latest-news/leon-de-bruxelles-moules-frites-to-open-on-cambridge-circus
Pitt Cue Co.,4f0c8cf2e4b03e7495e87c79,51.5132709,-0.138365208,Open,12-Jan,Soho,Another shack loses its wheels,"The Pitt Cue Co. barbecue shack on the South Bank was one of the sensations of Summer 2011, cited by many as the best example of Texas barbecue in London. When it retired late 2011, there was always a promise of more to come, and now they've opened a permanent place in the heart of Soho offering more barbecued goodness. Expect this to be popular on the scale of Meat Liquor.",/Restaurant-Reviews/Soho-Fitzrovia-Covent-Garden/pitt-cue-co-london-newburgh-carnaby
Blue Elephant,4f1dc6a0e4b08fa66732c593,51.47316137,-0.181119304,Open,12-Jan,Imperial Wharf,Classic Thai gets a riverside view,"This Thai restaurant has been in Fulham Broadway for years and for its 25th birthday it has changed location, moving to a riverside premises on Imperial Wharf which promises to be just as extravagant as the original. Expect a revamped menu, based around cooking of the ""past, present &amp; future"" and a new cookery school.",
